id,address,fun_facts
1106,Transamerica Building (600 Montgomery Street at Clay),"The Pyramid was the tallest skyscraper west of the Mississippi from 1972-1974, until it was surpassed by Los Angeles' Aon Center."
1107,TransAmerica Pyramid (600 Montgomery Street),"The Pyramid was the tallest skyscraper west of the Mississippi from 1972-1974, until it was surpassed by Los Angeles' Aon Center."
1108,Transbay Terminal (Mission Street at 1st Street),"Built in 1939, the Terminal linked San Francisco, the East Bay, and Sacramento by rail for the first time."
1109,Treasure Island,
1110,"Treasure Island, Building #1, Ave of the Palms",Aerial and exterior shots
1111,Triton Hotel (342 Grant Street),
1112,Trolley Car from Market and 11th,
1113,Turk St between Lyon and Baker St,
1114,Turk Street between Mason & Leavenworth,
1115,Turk Street between Steiner and Scott Streets,
1116,Twin Peaks,"The 2nd highest point in SF after Mt. Davidson, Twin Peaks sit at the geographic center of SF. The native Ohlone people called the area ‰ÛÏLos Pechos de la Chola‰Û or ""Breasts of the Indian Maiden,"" but in the 19th Century when America took over the area, it was renamed ""Twin Peaks""."
1117,"Twin Peaks Bar, 401 Castro",
1118,Twin Peaks Blvd.,
1119,Twin Peaks Park,
1120,UCSF Mt Zion 1600 Divisadero,
1121,UN Plaza/ Civic Center Bart steps,
1122,Under Highway 101 (near Potrero and Cesar Chavez Streets),
1123,"Underground SF, 424 Haight St.",
1124,Union Square,"During the Civil War, pro-Union rallies were held in the Square, and thus the area was called ""Union Square""."
1125,Unitarian Church (1187 Franklin St.),
1126,United Nations Plaza,
1127,United Nations Plaza (Civic Center),United Nations Plaza was built in 1975 and across its walkways are white lines into which the preamble to the preamble of the UN charter is carved.
1128,University Club,
1129,University of California Hastings College of the Law,
1130,Urban Flowers,
1131,"Urban Flowers, 4029 18th Street",
1132,"Uva Enoteca, 568 Haight Street",
1133,Vaillancourt Fountain (Justin Herman Plaza),"Installed in 1975, the Vaillancourt Fountain is officially titled, ""QuÌ©bec Libre!"". The night before the sculpture's inauguration, artist Armand Vaillancourt inscribed ""QuÌ©bec libre!"" in red letters on the sculpture. The next day when he noticed that the note had been erased, Vaillancourt jumped on the statue to re-inscribe his message."
1134,Valencia St. from 16th to 17th,
1135,"Valenti, Marini, Perata, 4840 Mission Street",
1136,Vallejo Garage Roof (Vallejo at Powell),
1137,"Vallejo St. Garage, 766 Vallejo St.",Characters watch from roof of garage as tsunami hits SF waterfront
1138,Vallejo Street at Sansome,
1139,Vallejo Street Garage,
1140,Vallejo Street Garage; 766 Vallejo St.,dialogue scene on top of a garage roof
1141,Van Ness and 12th St.,A couple reminisces on the moment they first fell in love
1142,Van Ness and Market Street MUNI exit,"The character of Doris was originally a recurring role, but everyone on the team liked Lauren Weedman's performance so much that she became a full time regular during the second season."
1143,Van Ness Avenue,
1144,Van Ness between Fell and Lombard,
1145,Varennes Alley between Filbert and Union,
1146,Variety Preview Room (582 Market St.),
1147,Various Haight St. Vintage Shops,
1148,Various locations in San Francisco during driving scene,
1149,"Vega Coffee, 1245 Folsom Street",
1150,Vermont Street between 20th and 22nd Streets,
1151,Vesuvio Café (255 Columbus Avenue),Jack Kerouac was a regular at the Café.
1152,Veterans' War Memorial Building (401 Van Ness Avenue),
1153,"Victor's Restaurant, The Westin St. Francis Hotel (335 Powell Street)","The hotel was originally supposed to be named the Crocker Hotel, after Charles Founder the railroad magnate who founded it. However, the hotel took the name the St. Francis after one of the earliest Gold Rush hotels."
1154,Victoria Theatre,
1155,War Memorial Building (401 Van Ness Avenue),
1156,War Memorial Opera House (401 Van Ness Avenue),In 1945 the United Nations had its first conference at The War Memorial Opera House.
1157,"Warren's Antiques, 375 9th St.",
1158,Washington between Stockton and Kearny,
1159,Washington Square,
1160,Washington Square (North Beach),"Washington Square Park is not actually a square, as it has 5 sides. North Beach is not a beach."
1161,Washington Square Bar & Grill (1707 Powell),
1162,Washington Square Park,
1163,"Washington Square Park (Filbert, between Stockton and Powell)",
1164,Washington Square Park (North Beach),"Washington Square Park is not actually a square, as it has 5 sides. North Beach is not a beach. The statue in the Park is Ben Franklin, not George Washington."
1165,"Washington Square, North Beach",
1166,Washington Street & Waverly Place (Chinatown),
1167,Wasteland Store (1600 Haight Street),
1168,Water work in SF Bay,Characters drive in a high speed picture boat to see different views of the city.
1169,Waverly Alley between Grant and Sacramento Streets,
1170,Waverly Pl between Washington and Sacramento,
1171,Way Faire Inn on Leidesdorff,
1172,Webster Street,
1173,"Wells Fargo Bank (1 California Street, Financial District)",
1174,"West Chrissy Field (Presidio, Golden Gate National Recreation Area)",This movie was the first to film in the revamped Chrissy Field Picnic Area.
1175,"West Harbor, Marina District",
1176,"Westerfeld House, 1198 Fulton St.","In the 1940's, the house became a 14-unit apartment building that housed jazz musicians including John Handy. This location serves as the hideout for the San Francisco-based character Nomi."
1177,Westin St. Francis,
1178,"Westin St. Francis Hotel (335 Powell Street, Union Square)","The hotel was originally supposed to be named the Crocker Hotel, after Charles Founder the railroad magnate who founded it. However, the hotel took the name the St. Francis after one of the earliest Gold Rush hotels."
1179,Westin St. Francis Hotel (335 Powell Street),"The hotel was originally supposed to be named the Crocker Hotel, after Charles Founder the railroad magnate who founded it. However, the hotel took the name the St. Francis after one of the earliest Gold Rush hotels."
1180,"William Stout Architectural Books, 804 Montgomery St.",
1181,Willy's Barber Shop,
1182,"Willy's Barber shop, 3227 22nd Street",
1183,Wine Impression,
1184,"Women's Building, 3543 18th St.",Roma Guy was one of the founders of the Women's Building
1185,Yerba Buena Center for the Arts,
1186,Yerba Buena Gardens,
1187,Yerba Buena Island,
1188,York & 24th St.,
1189,York Hotel (940 Sutter Street),
1190,"YWCA, 940 Powell",
1191,Z Space Studios; 450 Florida St.,"Filming of the ""Fresh Meat"" Festival"
